Date,OUTPUT,
06/06/2022 11:08:22,"<li style=""padding-bottom:.5em"">NJ primary election voter guides: A breakdown of candidates in your Congressional District (<a href=""https://www.northjersey.com/story/news/elections/2022/06/04/nj-primary-election-candidates-2022-voter-guide-congressional-districts/7501172001/"">NorthJersey.com</a>)",
06/06/2022 11:11:53,"<li style=""padding-bottom:.5em"">N.J. debt rose to nearly $250B last year as public worker pension costs soared (<a href=""https://www.nj.com/politics/2022/06/nj-debt-rose-to-nearly-250b-last-year-as-public-worker-pension-costs-soared.html"">NJ.com</a>)",
06/06/2022 11:11:36,"<li style=""padding-bottom:.5em"">Six correctional officers accused of lying about inmate attack (<a href=""https://newjerseymonitor.com/2022/06/04/six-correctional-officers-accused-of-lying-about-inmate-attack/"">NJ Monitor</a>)",
06/06/2022 11:13:57,"<li style=""padding-bottom:.5em"">NJ teacher shortages being addressed but additional action needed (<a href=""https://www.app.com/story/news/2022/06/06/nj-teacher-shortages-being-addressed-but-additional-action-needed/7500731001/"">Asbury Park Press</a>)",
,-,
07/06/2022 12:16:13,"<li style=""padding-bottom:.5em"">New Jersey primary election day 2022 (<a href=""https://whyy.org/articles/new-jersey-primary-election-2022/"">WHYY</a>)",
07/06/2022 12:14:34,"<li style=""padding-bottom:.5em"">Highest Gas Prices in USA: NJ Hits $5 for First Time (<a href=""https://www.nbcnewyork.com/news/local/nj-hits-5-gas-for-the-first-time-ever/3722856/"">NBC New York</a>)",
07/06/2022 12:20:55,"<li style=""padding-bottom:.5em"">New Jersey expanding program pairing cops with mental health counselors (<a href=""https://newjerseymonitor.com/briefs/new-jersey-expanding-program-pairing-cops-with-mental-health-counselors/"">NJ Monitor</a>)",
07/06/2022 12:20:33,"<li style=""padding-bottom:.5em"">New report says it’s not too late to save NJ’s state parks, but the clock is ticking (<a href=""https://www.njspotlightnews.org/2022/06/state-parks-lands-management-report-underfunding-understaffed-invasive-species-native-plants-off-road-vehicles-deer-new-jersey-state-lands-management-report/"">NJ Spotlight</a>)",
,-,
09/06/2022 15:47:05,"<li style=""padding-bottom:.5em"">The powerful party line held sway in NJ primaries (<a href=""https://www.njspotlightnews.org/video/the-powerful-party-line-held-sway-in-nj-primaries/"">NJ Spotlight</a>)",
09/06/2022 15:51:41,"<li style=""padding-bottom:.5em"">Assembly panel to weigh tax credits for hiring people recovering from drug addiction (<a href=""https://newjerseymonitor.com/briefs/assembly-panel-to-weigh-tax-credits-for-hiring-people-recovering-from-drug-addiction/"">NJ Monitor</a>)",
09/06/2022 15:49:11,"<li style=""padding-bottom:.5em"">Gov. Murphy says ‘we can do better’ on Liberty State Park, downplays possible golf course land grab (<a href=""https://www.nj.com/hudson/2022/06/gov-murphy-says-we-can-do-better-on-liberty-state-park-downplays-possible-golf-course-land-grab.html"">NJ.com</a>)",
09/06/2022 15:48:01,"<li style=""padding-bottom:.5em"">The George Washington Bridge is closing toll booths and going cashless. What to know (<a href=""https://www.northjersey.com/story/news/transportation/2022/06/09/george-washington-bridge-toll-cashless-july-10/7570393001/"">NorthJersey.com</a>)",
,-,
13/06/2022 09:18:49,"<li style=""padding-bottom:.5em"">Universal free lunch is ending in schools. This plan could bring it back for some N.J. kids. (<a href=""https://www.nj.com/education/2022/06/universal-free-lunch-is-ending-in-schools-this-plan-could-bring-it-back-for-some-nj-kids.html"">NJ.com</a>)",
13/06/2022 09:24:29,"<li style=""padding-bottom:.5em"">New Jersey still in mix for early 2024 presidential primary, DNC says (<a href=""https://newjerseyglobe.com/presidential-election/new-jersey-still-in-mix-for-early-2024-presidential-primary-dnc-says/"">NJ Globe</a>)",
13/06/2022 09:22:48,"<li style=""padding-bottom:.5em"">State lawmakers primed to add pet projects to budget (<a href=""https://www.njspotlightnews.org/2022/06/budget-nj-lawmakers-reluctant-disclose-pet-projects-state-house-key-votes/"">NJ Spotlight</a>)",
13/06/2022 09:22:39,"<li style=""padding-bottom:.5em"">Abysmal early voting turnout prompts privacy concerns (<a href=""https://newjerseymonitor.com/2022/06/10/abysmal-early-voting-turnout-prompts-privacy-concerns/"">NJ Monitor</a>)",
,-,
14/06/2022 11:07:10,"<li style=""padding-bottom:.5em"">N.J. drivers could be spared speeding and red-light camera fines from other states (<a href=""https://www.nj.com/politics/2022/06/nj-drivers-could-soon-be-spared-speeding-and-red-light-camera-fines-from-other-states.html"">NJ.com</a>)",
14/06/2022 11:06:55,"<li style=""padding-bottom:.5em"">It's Election Day in New Jersey, again (<a href=""https://newjerseyglobe.com/campaigns/105792/"">NJ Globe</a>)",
14/06/2022 11:06:29,"<li style=""padding-bottom:.5em"">Remove term 'illegal alien' from N.J. statutes, lawmaker says (<a href=""https://newjerseymonitor.com/2022/06/14/remove-term-illegal-alien-from-n-j-statutes-lawmaker-says/"">NJ Monitor</a>)",
14/06/2022 11:05:34,"<li style=""padding-bottom:.5em"">Juneteenth: Federal holiday not for sale, champions say (<a href=""https://www.northjersey.com/story/news/2022/06/13/juneteenth-federal-holiday-not-sale-champions-say/9748796002/"">NorthJersey.com</a>)",
,-,
2022-06-15 16:43:18,"<li style=""padding-bottom:.5em"">Investigative journalist Alison Burdo describes her reporting on Atlantic City casino tax breaks (<a href=""https://statebroadcastnews.com/2022/06/08/sbnnewsmakers-burdo/"">State Broadcast News</a>)",
2022-06-15 11:57:25,"<li style=""padding-bottom:.5em"">State report: NJ communities need to more deeply scrutinize warehouse plans within their borders (<a href=""https://www.70and73.com/news/state-report-nj-communities-need-to-more-deeply-scrutinize-warehouse-plans-within-their-borders/article_203499f0-ecb4-11ec-a7e2-f717c5d1a049.html"">70and73.com</a>)",
2022-06-14 14:50:51,"<li style=""padding-bottom:.5em"">Timetable for recreational pot sales in Montclair an open question (<a href=""https://montclairlocal.news/timetable-for-recreational-pot-sales-in-montclair-an-open-question/"">Montclair Local</a>)",
2022-06-15 16:55:40,"<li style=""padding-bottom:.5em"">Strike at Newark hospital enters fourth week (<a href=""https://www.njspotlightnews.org/video/strike-at-newark-hospital-enters-fourth-week/"">NJ Spotlight</a>)",
,-,
16/06/2022 12:38:54,"<li style=""padding-bottom:.5em"">Cities, rural counties have highest incarceration rates in N.J., study finds (<a href=""https://newjerseymonitor.com/2022/06/16/cities-rural-counties-have-highest-incarceration-rates-in-n-j-study-finds/"">NJ Monitor</a>)",
16/06/2022 12:40:46,"<li style=""padding-bottom:.5em"">New Jersey employment growth continues; unemployment rate at 3.9% (<a href=""https://www.roi-nj.com/2022/06/16/industry/new-jersey-employment-growth-continues-unemployment-rate-at-3-9/"">ROI-NJ</a>)",
16/06/2022 12:49:30,"<li style=""padding-bottom:.5em"">New Jersey sues Ford over Ringwood pollution, seeking millions in damages (<a href=""https://www.northjersey.com/story/news/environment/2022/06/16/lawsuit-ford-pollution-ringwood-nj-state-seeks-millions/7638641001/"">NorthJersey.com</a>)",
16/06/2022 12:47:32,"<li style=""padding-bottom:.5em"">There’s a new number to call for crisis and suicide prevention (<a href=""https://www.njspotlightnews.org/2022/06/nj-rolls-out-new-suicide-crisis-prevention-hotline-number-988-extra-resources/"">NJ Spotlight</a>)",
16/06/2022 12:45:16,"<li style=""padding-bottom:.5em"">Are US churches setting the tone for reparations? How a movement is growing (<a href=""https://www.northjersey.com/in-depth/news/2022/06/15/black-reparations-slavery-princeton-theological-seminary/7195593001/"">NorthJersey.com</a>)",
,-,
20/06/2022 10:47:46,"<li style=""padding-bottom:.5em"">Conservative group sues N.J. over voter registration records (<a href=""https://newjerseymonitor.com/2022/06/20/conservative-group-sues-n-j-over-voter-registration-records/"">NJ Monitor</a>)",
20/06/2022 10:47:11,"<li style=""padding-bottom:.5em"">Freedom, liberation: Monmouth County residents come together to celebrate Juneteenth (<a href=""https://www.app.com/story/news/2022/06/18/juneteenth-holiday-celebrations-monmouth-county-nj-new-jersey/7650343001/"">Asbury Park Press</a>)",
20/06/2022 10:45:38,"<li style=""padding-bottom:.5em"">Judge orders NJ Transit locomotive engineers return to work after 481 no-shows this weekend (<a href=""https://www.northjersey.com/story/news/transportation/2022/06/20/nj-transit-engineer-union-strike-court-over-friday-cancellations/7666641001/"">NorthJersey.com</a>)",
20/06/2022 10:48:20,"<li style=""padding-bottom:.5em"">Wharton State Forest fire now engulfs 2,100 acres, 20% contained (<a href=""https://pressofatlanticcity.com/news/local/wharton-state-forest-fire-now-engulfs-2-100-acres-20-contained/article_ab5fb9e2-f03d-11ec-a6ea-578f3d91006d.html"">Press of Atlantic City</a>)",
,-,
21/06/2022 09:47:54,"<li style=""padding-bottom:.5em"">NJ evictions are piling up following a 2-year moratorium enacted to help reduce the spread of COVID-19 (<a href=""https://gothamist.com/news/nj-evictions-are-piling-up-following-a-2-year-moratorium-enacted-to-help-reduce-the-spread-of-covid-19"">Gothamist</a>)",
21/06/2022 09:47:44,"<li style=""padding-bottom:.5em"">Wharton State Forest wildfire could become N.J.’s largest in 15 years (<a href=""https://www.inquirer.com/news/new-jersey/wharton-state-forest-nj-wildfire-pinelands-20220620.html"">The Inquirer</a>)",
21/06/2022 09:53:05,"<li style=""padding-bottom:.5em"">Insurers not liable for businesses' pandemic losses, N.J. appellate panel rules (<a href=""https://newjerseymonitor.com/2022/06/20/insurers-not-liable-for-businesses-pandemic-losses-n-j-appellate-panel-rules/"">NJ Monitor</a>)",
2022-06-20 15:17:28,"<li style=""padding-bottom:.5em"">New Jerseyans face ‘hot summer at the pump’ (<a href=""https://njbiz.com/new-jerseyans-face-hot-summer-at-the-pump/"">NJBiz</a>)",
,-,
22/06/2022 10:23:40,"<li style=""padding-bottom:.5em"">U.S. Supreme Court to decide NY v. NJ fight over port watchdog (<a href=""https://gothamist.com/news/us-supreme-court-to-decide-ny-v-nj-fight-over-port-watchdog"">Gothamist</a>)",
22/06/2022 10:25:40,"<li style=""padding-bottom:.5em"">'Agriculture would disappear': Advocates pushing for farm labor protections in NJ (<a href=""https://www.app.com/story/news/2022/06/22/nj-farm-workers-labor-protection-cory-booker-senate/7651448001/"">Asbury Park Press</a>)",
22/06/2022 10:24:54,"<li style=""padding-bottom:.5em"">Illegal campfire started N.J.'s largest wildfire in 15 years, fire official says (<a href=""https://newjerseymonitor.com/2022/06/21/illegal-campfire-started-n-j-s-largest-wildfire-in-15-years-fire-official-says/"">NJ Monitor</a>)",
22/06/2022 10:27:38,"<li style=""padding-bottom:.5em"">N.J. program to help identify families dealing with addiction (<a href=""https://whyy.org/articles/n-j-police-departments-identify-families-addiction/"">WHYY</a>)",
,-,
22/06/2022 15:14:31,"<li style=""padding-bottom:.5em"">How New Jersey news has changed over the years — by James McQueeny (<a href=""https://www.tapinto.net/towns/bordentown/articles/how-new-jersey-news-has-changed"">TAPinto Bordentown</a>)",
27/06/2022 11:58:41,"<li style=""padding-bottom:.5em"">South Jersey farmers say Americans need to start buying local produce or they won’t survive (<a href=""https://www.inquirer.com/news/new-jersey/farmers-struggle-local-south-jersey-20220626.html"">The Inquirer</a>)",
27/06/2022 11:59:42,"<li style=""padding-bottom:.5em"">7 things to know about the possible Atlantic City casino workers strike (<a href=""https://pressofatlanticcity.com/7-things-to-know-about-the-possible-atlantic-city-casino-workers-strike/article_c3d02bfe-f3fa-11ec-91e0-0fc31ca17901.html"">Press of Atlantic City</a>)",
27/06/2022 12:01:49,"<li style=""padding-bottom:.5em"">Eight months after launch, fund for immigrant workers has doled out more than $30 million (<a href=""https://newjerseymonitor.com/briefs/eight-months-after-launch-fund-for-immigrant-workers-has-doled-out-more-than-30-million/"">NJ Monitor</a>)",
27/06/2022 12:01:17,"<li style=""padding-bottom:.5em"">Black women say the overturn of Roe v. Wade will hurt low income communities (<a href=""https://www.northjersey.com/story/news/2022/06/26/roe-v-wade-overturn-hurt-black-low-income-women/7726225001/"">NorthJersey.com</a>)",
,-,
06/07/2022 09:32:49,"<li style=""padding-bottom:.5em"">Gateway tunnel project: NY and NJ sign deal to split cost (<a href=""https://www.app.com/story/news/transportation/2022/07/06/gateway-tunnel-project-ny-nj-split-cost-portal-bridge/65367635007/"">Asbury Park Press</a>)",
06/07/2022 09:31:29,"<li style=""padding-bottom:.5em"">The $1.7B question: Lots of talk (but no answers) on replenishing UI fund (<a href=""https://www.roi-nj.com/2022/07/06/opinion/editors-desk/the-1-7b-question-lots-of-talk-but-no-answers-on-replenishing-ui-fund/"">ROI-NJ</a>)",
06/07/2022 09:34:43,"<li style=""padding-bottom:.5em"">Atlantic County settles contracts with 2 unions for 4% to 5% annual increases (<a href=""https://pressofatlanticcity.com/news/local/atlantic-county-settles-contracts-with-2-unions-for-4-to-5-annual-increases/article_f7a5a352-fca9-11ec-8d77-6f9d64ee12e3.html"">Press of Atlantic City</a>)",
06/07/2022 09:36:20,"<li style=""padding-bottom:.5em"">Six N.J. municipal websites tell marriage license applicants they must be of opposite sex (<a href=""https://newjerseymonitor.com/2022/07/05/six-n-j-municipal-websites-tell-marriage-license-applicants-they-must-be-of-opposite-sex/"">NJ Monitor</a>)",
06/07/2022 09:35:56,"<li style=""padding-bottom:.5em"">Medieval Times workers will vote on unionizing (<a href=""https://www.njspotlightnews.org/video/medieval-times-workers-will-vote-on-unionizing/"">NJ Spotlight</a>)",
,-,
07/07/2022 18:02:25,"<li style=""padding-bottom:.5em"">'Astonishing number’ of NJ Supreme Court vacancies causing alarm (<a href=""https://www.njspotlightnews.org/video/astonishing-number-of-nj-supreme-court-vacancies-causes-alarm/"">NJ Spotlight</a>)",
07/07/2022 18:00:57,"<li style=""padding-bottom:.5em"">N.J. is now an abortion safe haven for those from other states. Here’s what that means. (<a href=""https://www.nj.com/politics/2022/07/nj-is-now-an-abortion-safe-haven-for-those-from-other-states-heres-what-that-means.html"">NJ.com</a>)",
07/07/2022 18:04:52,"<li style=""padding-bottom:.5em"">95% of N.J. municipalities surveyed found to violate state sick leave payment laws, State Comptroller says (<a href=""https://newjerseyglobe.com/state-government/95-of-n-j-municipalities-surveyed-found-to-violate-state-sick-leave-payment-laws-state-comptroller-says/"">NJ Globe</a>)",
07/07/2022 18:03:28,"<li style=""padding-bottom:.5em"">Newark Airport deal for $432M Amazon air hub collapses (<a href=""https://www.northjersey.com/story/news/2022/07/07/amazon-port-authority-newark-nj-airport-freight-hub-plan/65368974007/"">NorthJersey.com</a>)",
,-,
2022-07-08 11:14:41,"<li style=""padding-bottom:.5em"">What’s NJ’s record in training people for clean-energy jobs? It’s complicated (<a href=""https://www.njspotlightnews.org/2022/07/clean-energy-jobs-nj-green-energy-solar-offshore-wind-technicians-welders-cte-community-colleges/"">NJ Spotlight</a>)",
2022-07-11 11:24:45,"<li style=""padding-bottom:.5em"">N.J. law expands summer working hours for teens (<a href=""https://whyy.org/articles/new-jersey-law-expands-summer-working-hours-for-teenagers/"">WHYY</a>)",
2022-07-11 11:23:58,"<li style=""padding-bottom:.5em"">Need help paying your rent? New lottery for state assistance opens. (<a href=""https://www.nj.com/news/2022/07/need-help-paying-your-rent-new-lottery-for-state-assistance-opens-soon.html"">NJ.com</a>)",
2022-07-11 11:27:31,"<li style=""padding-bottom:.5em"">How a 'catastrophic' shortage of judges is disrupting the lives of thousands in NJ (<a href=""https://www.northjersey.com/story/news/new-jersey/2022/07/11/nj-judge-shortage-causing-backlog-from-county-to-state-supreme-court/65368082007/"">NorthJersey.com</a>)",
